customernumber,customername,denom,paytableseries,year,month,beginfootprint,deltaptcount,trainset,gamesPlayed,ActualWin,TheoWin,MachineDays,GamesPlayedAdj,ActualWinAdj,TheoWinAdj
CHOC019,Choctaw - Pocola Travel Plaza,$1.00,M38WAP,2016,10,1,0,CTRL,143452,11960.31,15496.3394224,32,263639.390072,15545.8570057,16103.3986652
CHOC019,Choctaw - Pocola Travel Plaza,$1.00,M4,2016,10,3,0,CTRL,309986,22184.68,23620.8187945,68,582804.2217,19636.7877664,24915.4158812
CHOC019,Choctaw - Pocola Travel Plaza,$1.00,M1,2016,11,2,0,CTRL,26957,4464.84,2016.9134181,19,63047.3322412,4964.71268183,2376.03529108
CHOC019,Choctaw - Pocola Travel Plaza,$1.00,M38WAP,2016,11,1,0,CTRL,20198,4539.89,1990.14239784,10,44763.8034947,5347.73788858,2317.82803195
CHOC019,Choctaw - Pocola Travel Plaza,$1.00,M4,2016,11,3,0,CTRL,38213,3855.78,2833.83342093,25,91339.66437,4482.67031737,3363.01015878
CHOC021,Choctaw - Stringtown,$1.00,M1,2013,6,11,0,CTRL,42458,4832,2917.91965598,64,99888.4763689,5823.27472309,3417.37188664
CHOC021,Choctaw - Stringtown,$1.00,M4,2013,6,14,0,CTRL,78835,3448,5506.92700722,80,174212.977154,4151.41916637,6351.11045208
CHOC021,Choctaw - Stringtown,$1.00,M1,2013,7,11,0,CTRL,266350,36869,18131.3256895,264,424144.998235,38569.7428264,18531.7320099
CHOC021,Choctaw - Stringtown,$1.00,M4,2013,7,14,0,CTRL,472616,18825,33022.7878018,335,698573.722012,23381.3861823,33206.0874744
CHOC021,Choctaw - Stringtown,$1.00,M1,2013,8,11,0,CTRL,368308,28202,24848.7779504,343,464369.601369,25705.6560073,23473.5669697
CHOC021,Choctaw - Stringtown,$1.00,M4,2013,8,14,0,CTRL,713451,53738,49921.2946044,434,872429.654639,50402.9680814,47025.3697487
CHOC021,Choctaw - Stringtown,$1.00,M1,2013,9,11,0,CTRL,325338,11487,21909.1649595,330,498202.048341,9230.11445196,22138.3800357
CHOC021,Choctaw - Stringtown,$1.00,M4,2013,9,14,0,CTRL,584090,42180,40879.588684,420,924881.564158,43534.1291674,41502.7260637
CHOC021,Choctaw - Stringtown,$1.00,M1,2013,10,11,0,CTRL,350239,22240,23905.3042879,337,605735.748441,22527.7303785,24468.533835
CHOC021,Choctaw - Stringtown,$1.00,M4,2013,10,14,0,CTRL,628122,42253,43801.8665271,430,1071855.6055,37554.7276568,44589.4035918
CHOC021,Choctaw - Stringtown,$1.00,M1,2013,11,11,-2,TRMT,353590,29681,24049.9949018,270,512503.080659,29187.2074959,23458.9743278
CHOC021,Choctaw - Stringtown,$1.00,M4,2013,11,14,-2,TRMT,637834,52087,44629.9845298,360,874211.152497,52825.1886127,43186.2372436
CHOC021,Choctaw - Stringtown,$1.00,M1,2013,12,9,0,TRAIN,304332,11894,20527.2682493,279,517940.380642,7645.69541878,21398.5348628
CHOC021,Choctaw - Stringtown,$1.00,M4,2013,12,12,0,TRAIN,546050,55803,37506.9578559,372,912005.203298,57353.5310411,39139.846074
CHOC021,Choctaw - Stringtown,$1.00,M1,2014,1,9,0,CTRL,292128,24233,19822.5479675,279,407627.843704,21222.5241614,19225.407097
CHOC021,Choctaw - Stringtown,$1.00,M4,2014,1,12,0,CTRL,521526,38260,35780.7429493,372,731739.598382,38084.3389086,34964.0936147
CHOC021,Choctaw - Stringtown,$1.00,M1,2014,2,9,0,CTRL,323703,-73,21894.5559769,252,236483.234922,1280.93665608,19530.1174735
CHOC021,Choctaw - Stringtown,$1.00,M4,2014,2,12,0,CTRL,600921,45122,41543.7535341,336,438295.942644,43256.1873091,36759.2791581
CHOC021,Choctaw - Stringtown,$1.00,M1,2014,3,9,0,CTRL,365593,18892,25232.5127528,246,320680.987744,16138.0777432,21999.4165826
CHOC021,Choctaw - Stringtown,$1.00,M4,2014,3,12,0,CTRL,621917,38423,43028.8408597,337,557414.335961,34699.8479544,37977.1374897
CHOC021,Choctaw - Stringtown,$1.00,M1,2014,4,9,-1,TRMT,133650,17217,9410.28721091,87,168139.40464,17044.945933,9068.77360112
CHOC021,Choctaw - Stringtown,$1.00,M4,2014,4,12,-6,TRMT,497763,34941,35215.3983953,166,667835.425867,36404.6549159,34604.2453814
CHOC021,Choctaw - Stringtown,$1.00,M1,2014,5,8,0,TRAIN,169647,9257,13511.0272405,89,210407.841156,10729.7437396,12837.5610943
CHOC021,Choctaw - Stringtown,$1.00,M4,2014,5,6,0,TRAIN,567480,23283,42799.0563995,175,723165.195863,17872.9095803,41071.5053239
CHOC021,Choctaw - Stringtown,$1.00,M1,2014,6,8,0,CTRL,155903,15768,12483.6415627,91,272056.567771,17709.9697649,12817.5415173
CHOC021,Choctaw - Stringtown,$1.00,M4,2014,6,6,0,CTRL,415715,48352,31985.4585068,169,694021.208591,48291.5791983,32268.2182085
CHOC021,Choctaw - Stringtown,$1.00,M1,2014,7,8,0,CTRL,170898,13033,13368.8754434,98,261390.549259,15255.2077841,13710.5273648
CHOC021,Choctaw - Stringtown,$1.00,M4,2014,7,6,0,CTRL,499062,24772,38106.1007938,177,721676.738279,21248.9554957,38419.393975
CHOC021,Choctaw - Stringtown,$1.00,M1,2014,8,8,0,CTRL,148696,-1239,11574.6518805,88,207393.480877,-1724.00836011,11290.0400844
CHOC021,Choctaw - Stringtown,$1.00,M4,2014,8,6,0,CTRL,474251,43868,35974.3111281,176,623931.97843,39570.6363067,34524.2375493
CHOC021,Choctaw - Stringtown,$1.00,M1,2014,9,8,0,CTRL,143135,8584,11407.2949817,85,247916.70617,11403.3595844,11797.4612819
CHOC021,Choctaw - Stringtown,$1.00,M4,2014,9,6,0,CTRL,408697,26700,31056.1952789,168,677226.350728,22375.6466808,31734.2171172
CHOC021,Choctaw - Stringtown,$1.00,M1,2014,10,8,0,CTRL,162302,14149,12425.632386,91,260939.175103,15928.1652843,12483.2321648
CHOC021,Choctaw - Stringtown,$1.00,M4,2014,10,6,0,CTRL,448862,50685,33587.1910753,178,761590.928058,52149.9029155,34235.1734025
CHOC021,Choctaw - Stringtown,$1.00,M1,2014,11,8,0,CTRL,146279,12683,11624.1684712,91,236220.811169,12737.7467488,11947.9275972
CHOC021,Choctaw - Stringtown,$1.00,M4,2014,11,6,0,CTRL,449931,37178,33577.0826823,168,754018.624094,34358.0571274,34729.3520353
CHOC021,Choctaw - Stringtown,$1.00,M1,2014,12,8,0,CTRL,179750,10301,14614.4796808,91,277288.31647,7980.49045793,14816.3152572
CHOC021,Choctaw - Stringtown,$1.00,M4,2014,12,6,0,CTRL,508396,26473,39227.3000082,172,797113.745494,24255.1121343,40036.7139519
CHOC021,Choctaw - Stringtown,$1.00,M1,2015,1,8,0,CTRL,158469,8564,13008.0771013,85,237296.54319,6259.20699567,13013.4703425
CHOC021,Choctaw - Stringtown,$1.00,M4,2015,1,6,0,CTRL,423333,34952,32041.5092293,177,604759.133515,32264.2826883,31657.5507578
CHOC021,Choctaw - Stringtown,$1.00,M1,2015,2,8,0,CTRL,153685,18639,12427.7715321,80,122680.434149,19754.9164894,11094.2938109
CHOC021,Choctaw - Stringtown,$1.00,M4,2015,2,6,0,CTRL,487444,25097,37294.0474358,160,406819.562802,22956.6108361,33526.5867398
CHOC021,Choctaw - Stringtown,$1.00,M1,2015,3,8,0,CTRL,163589,12396,13297.9327739,95,165064.060218,12996.6061933,12157.2266457
CHOC021,Choctaw - Stringtown,$1.00,M4,2015,3,6,0,CTRL,555263,36382,42791.4830085,175,558897.771149,36018.5502639,38906.1211319
CHOC021,Choctaw - Stringtown,$1.00,M1,2015,4,8,0,CTRL,154241,13572,12471.5552852,86,196690.484952,13638.857544,12082.136772
CHOC021,Choctaw - Stringtown,$1.00,M4,2015,4,6,0,CTRL,467971,42267,36355.6504232,171,597217.042303,42320.3917912,35091.9734098
CHOC021,Choctaw - Stringtown,$1.00,M1,2015,5,8,0,CTRL,139794,17336,10930.7172857,84,169939.619365,14519.0315821,10299.2948228
CHOC021,Choctaw - Stringtown,$1.00,M4,2015,5,6,0,CTRL,452150,37155,34491.0604352,174,564864.73329,35351.2618447,32631.6474383
CHOC021,Choctaw - Stringtown,$1.00,M1,2015,6,8,0,CTRL,121385,12426,9982.57569142,91,199220.772635,11075.0319832,10221.6815922
CHOC021,Choctaw - Stringtown,$1.00,M4,2015,6,6,0,CTRL,384237,34712,29595.2670681,169,616698.95669,36237.9474578,30003.8024001
CHOC021,Choctaw - Stringtown,$1.00,M1,2015,7,8,0,CTRL,129599,8198,10506.7419147,90,173739.294641,6507.55061497,10420.0984893
CHOC021,Choctaw - Stringtown,$1.00,M4,2015,7,6,0,CTRL,417785,35940,32509.6323486,175,552884.743389,39568.9265038,31910.458353
CHOC021,Choctaw - Stringtown,$1.00,M1,2015,8,8,0,CTRL,126139,-7520,10517.6295767,95,178593.256688,-8593.73660902,10250.918831
CHOC021,Choctaw - Stringtown,$1.00,M4,2015,8,6,0,CTRL,369069,36831,28678.5392026,173,523883.53541,34823.5372491,27967.8558933
CHOC021,Choctaw - Stringtown,$1.00,M1,2015,9,8,0,CTRL,117471,1543,9346.47911613,92,196517.4376,3758.48738698,9614.15176363
CHOC021,Choctaw - Stringtown,$1.00,M37WAP,2015,9,2,0,CTRL,62494,4096.87,6336.08184529,44,90322.5617111,3917.00066661,6361.42181267
CHOC021,Choctaw - Stringtown,$1.00,M38WAP,2015,9,2,0,CTRL,109326,1801.87,12285.001192,44,159185.112239,4587.1963399,12158.9255937
CHOC021,Choctaw - Stringtown,$1.00,M4,2015,9,6,0,CTRL,408262,23489,31327.7387328,168,689680.390299,22717.2011835,32336.0416235
CHOC021,Choctaw - Stringtown,$1.00,M1,2015,10,8,0,CTRL,101431,13915,8147.01560972,93,166745.629012,11853.3863839,8156.11454708
CHOC021,Choctaw - Stringtown,$1.00,M37WAP,2015,10,2,0,CTRL,79132,5974.84,8625.08729971,62,125292.495723,7654.64941971,8582.90140867
CHOC021,Choctaw - Stringtown,$1.00,M38WAP,2015,10,2,0,CTRL,122936,7972.81,13684.4471859,62,178652.81487,5649.36915626,13315.3094255
CHOC021,Choctaw - Stringtown,$1.00,M4,2015,10,6,0,CTRL,371723,22351,28675.7333662,172,573893.549062,21266.5849939,28371.8399983
CHOC021,Choctaw - Stringtown,$1.00,M1,2015,11,8,0,CTRL,98965,10095,8050.27746029,85,157818.868188,10899.7598267,8149.78822091
CHOC021,Choctaw - Stringtown,$1.00,M37WAP,2015,11,2,0,CTRL,200958,27280.45,27440.2125225,60,419722.048267,31725.1931117,30262.2114475
CHOC021,Choctaw - Stringtown,$1.00,M38WAP,2015,11,2,0,CTRL,117280,17372.76,13065.3918476,60,208705.726867,19767.5228913,13882.0873033
CHOC021,Choctaw - Stringtown,$1.00,M4,2015,11,6,0,CTRL,342986,35415,26597.0219691,167,542720.122299,36695.5512181,26994.2031351
CHOC021,Choctaw - Stringtown,$1.00,M1,2015,12,8,0,CTRL,75258,12031,5809.1264784,95,113005.694009,10455.0998724,5880.47278393
CHOC021,Choctaw - Stringtown,$1.00,M37WAP,2015,12,2,0,CTRL,204095,30333.56,28380.185924,62,308458.939033,31095.0738647,29292.61188
CHOC021,Choctaw - Stringtown,$1.00,M38WAP,2015,12,2,0,CTRL,107645,10553.81,11989.6554404,62,151690.055472,9848.41917651,11971.6729904
CHOC021,Choctaw - Stringtown,$1.00,M4,2015,12,6,3,TRMT,379285,39869,28869.9640313,265,556586.444135,39588.9767125,29325.4797218
CHOC021,Choctaw - Stringtown,$1.00,M1,2016,1,8,0,CTRL,94467,4645,7566.52183376,97,121196.688709,2440.74123103,7325.44613168
CHOC021,Choctaw - Stringtown,$1.00,M37WAP,2016,1,2,0,CTRL,200643,19925.62,27836.4152254,62,315553.343589,18490.559092,28316.9467837
CHOC021,Choctaw - Stringtown,$1.00,M38WAP,2016,1,2,0,CTRL,107199,9237.77,12338.4655441,62,142721.348866,9506.99158696,11990.3832216
CHOC021,Choctaw - Stringtown,$1.00,M4,2016,1,9,0,TRAIN,389901,25312,29581.6829661,266,555615.203078,22836.4677905,29231.9360481
CHOC021,Choctaw - Stringtown,$1.00,M1,2016,2,8,0,CTRL,133947,7417,10861.5930456,99,104196.106105,7078.27679043,9456.54544097
CHOC021,Choctaw - Stringtown,$1.00,M37WAP,2016,2,2,0,CTRL,89450,13604.84,10120.6309425,84,69519.8616445,10384.7811849,9024.03043874
CHOC021,Choctaw - Stringtown,$1.00,M38WAP,2016,2,2,0,CTRL,129328,24742.8,14402.7985005,84,91966.9275859,22129.6219298,12373.0865287
CHOC021,Choctaw - Stringtown,$1.00,M4,2016,2,9,0,CTRL,461082,30070,35793.0832854,247,375903.664841,25956.3559016,31924.4438158
CHOC021,Choctaw - Stringtown,$1.00,M1,2016,3,8,0,CTRL,102738,10905,8277.87107508,94,89367.4617502,10472.3115376,7328.41695057
CHOC021,Choctaw - Stringtown,$1.00,M37WAP,2016,3,2,2,TRMT,127773,11374.66,14650.3955663,124,113170.324066,8278.18846943,12831.6960177
CHOC021,Choctaw - Stringtown,$1.00,M38WAP,2016,3,2,2,TRMT,175881,20330.65,18979.6194259,124,147802.147878,17257.0086643,16385.3323953
CHOC021,Choctaw - Stringtown,$1.00,M4,2016,3,9,0,CTRL,454825,31750,34788.70662,269,408583.410459,23735.9577643,30917.813256
CHOC021,Choctaw - Stringtown,$1.00,M1,2016,4,8,0,CTRL,102279,17508,8278.80987392,85,111110.099031,16869.9811534,7658.03384722
CHOC021,Choctaw - Stringtown,$1.00,M37WAP,2016,4,4,0,TRAIN,86286,15049.83,9562.98101506,120,87081.3925946,14975.2197682,8748.62214512
CHOC021,Choctaw - Stringtown,$1.00,M38WAP,2016,4,4,0,TRAIN,134875,22703.7,14460.897343,120,129900.31614,20445.8404244,12960.9562711
CHOC021,Choctaw - Stringtown,$1.00,M4,2016,4,9,0,CTRL,413148,29085,31574.6383668,263,427550.572232,24685.8527021,28702.1937503
CHOC021,Choctaw - Stringtown,$1.00,M1,2016,5,8,0,CTRL,96281,2796,7917.27357217,94,124213.94267,374.901168922,7558.39157796
CHOC021,Choctaw - Stringtown,$1.00,M37WAP,2016,5,4,0,CTRL,109852,25725.84,13480.9859624,124,116839.063933,24612.3646875,12200.8212599
CHOC021,Choctaw - Stringtown,$1.00,M38WAP,2016,5,4,0,CTRL,156811,16292.72,17496.0215412,124,205567.903746,15067.7046506,16956.627621
CHOC021,Choctaw - Stringtown,$1.00,M4,2016,5,9,0,CTRL,391881,28786,30390.4476758,264,548382.616601,28761.4268301,29847.2339838
CHOC021,Choctaw - Stringtown,$1.00,M1,2016,6,8,0,CTRL,94256,11783,7817.96881721,95,150511.977283,11019.833524,7909.47519759
CHOC021,Choctaw - Stringtown,$1.00,M38WAP,2016,6,4,0,CTRL,138932,18710.53,15794.907525,120,196665.169928,17352.6615202,15489.7755448
CHOC021,Choctaw - Stringtown,$1.00,M37WAP,2016,6,4,0,CTRL,159288,22705.67,20241.514842,120,211658.580709,23125.1953951,19537.4888237
CHOC021,Choctaw - Stringtown,$1.00,M4,2016,6,9,0,CTRL,376498,31119,29180.6858937,257,546515.042567,29580.2103,28853.2536722
CHOC021,Choctaw - Stringtown,$1.00,M1,2016,7,8,0,CTRL,92957,11575,7605.74759447,88,111605.356066,12068.5446054,7311.4328025
CHOC021,Choctaw - Stringtown,$1.00,M37WAP,2016,7,4,0,CTRL,91654,7746.84,10362.637532,124,108465.126972,5406.16899281,9881.70959245
CHOC021,Choctaw - Stringtown,$1.00,M38WAP,2016,7,4,0,CTRL,155479,17408.59,17039.9704473,124,196463.827702,15813.5534727,16467.4468287
CHOC021,Choctaw - Stringtown,$1.00,M4,2016,7,9,0,CTRL,410057,39856,31107.7096953,265,502867.159036,39859.9085887,30097.5759842
CHOC021,Choctaw - Stringtown,$1.00,M1,2016,8,8,0,CTRL,75316,6869,6111.71932912,93,124601.545773,7637.25092744,6150.05889536
CHOC021,Choctaw - Stringtown,$1.00,M37WAP,2016,8,4,0,CTRL,140584,17283.71,17612.0132068,124,283414.219246,19851.4557841,19383.7474618
CHOC021,Choctaw - Stringtown,$1.00,M38WAP,2016,8,4,0,CTRL,140691,14801.62,15535.4244252,124,232079.894079,16622.1316622,15710.7773457
CHOC021,Choctaw - Stringtown,$1.00,M4,2016,8,9,0,CTRL,356232,25722,27267.9678574,261,601806.05042,23274.7538956,27933.1649123
CHOC021,Choctaw - Stringtown,$1.00,M1,2016,9,8,0,CTRL,59282,5914,4748.36584981,93,83738.2712026,6068.27523456,4688.35695057
CHOC021,Choctaw - Stringtown,$1.00,M37WAP,2016,9,4,0,CTRL,60172,8452.81,7015.49241474,120,70627.8698411,8144.73738648,6401.90399298
CHOC021,Choctaw - Stringtown,$1.00,M38WAP,2016,9,4,0,CTRL,120871,12286.76,13255.3201527,120,166664.049905,13069.3787047,12933.5575863
CHOC021,Choctaw - Stringtown,$1.00,M4,2016,9,9,0,CTRL,371880,23096,28241.7893375,251,535241.335272,21246.4234142,27756.1882384
CHOC021,Choctaw - Stringtown,$1.00,M1,2016,10,8,0,CTRL,65323,6703,5377.54621923,95,103604.281098,6654.90464025,5391.27853603
CHOC021,Choctaw - Stringtown,$1.00,M37WAP,2016,10,4,0,CTRL,63651,7395.92,7354.28453075,124,98522.4261047,6556.55790272,7348.41014525
CHOC021,Choctaw - Stringtown,$1.00,M38WAP,2016,10,4,0,CTRL,115684,9419.72,13174.7845087,125,199250.629478,7690.09990969,13538.8954553
CHOC021,Choctaw - Stringtown,$1.00,M4,2016,10,9,0,CTRL,348004,24821,27098.3886051,264,607321.597325,25915.8605634,27590.326865
CHOC021,Choctaw - Stringtown,$1.00,M1,2016,11,8,0,CTRL,8317,1958,695.685770521,45,21553.1516611,2343.73163388,847.377722479
CHOC021,Choctaw - Stringtown,$1.00,M37WAP,2016,11,4,0,CTRL,5679,2144.99,648.862726223,36,14167.5546725,2469.0366123,783.620719412
CHOC021,Choctaw - Stringtown,$1.00,M38WAP,2016,11,4,0,CTRL,11734,1209.99,1226.4140449,36,27344.3799137,1555.73600212,1450.61479881
CHOC021,Choctaw - Stringtown,$1.00,M4,2016,11,9,0,CTRL,36669,3698,2887.36979697,72,84422.1217193,4189.79701346,3429.50486337
CHOC022,Choctaw - McAlester,$1.00,M1,2013,6,26,0,CTRL,100996,11252,7338.77253197,150,222625.545571,13617.7344309,8453.89150738
CHOC022,Choctaw - McAlester,$1.00,M4,2013,6,22,0,CTRL,158345,10520,11455.7642173,131,349692.490239,11627.27722,13214.414975
CHOC022,Choctaw - McAlester,$1.00,M1,2013,7,26,0,CTRL,711017,64275,51946.0828443,619,1086320.78639,62954.7253203,52828.9462249
CHOC022,Choctaw - McAlester,$1.00,M4,2013,7,22,0,CTRL,1050249,72834,77375.9279216,523,1583115.81218,72164.8049031,77911.7383012
CHOC022,Choctaw - McAlester,$1.00,M1,2013,8,26,0,CTRL,1072520,82471,80182.1238183,791,1420909.4258,80635.2442964,77088.1113299
CHOC022,Choctaw - McAlester,$1.00,M4,2013,8,22,0,CTRL,1526505,108930,113389.800339,681,2083534.92407,106548.598532,109583.140765
CHOC022,Choctaw - McAlester,$1.00,M1,2013,9,26,0,CTRL,913179,80514,66653.6462405,759,1474873.47015,85023.8912641,68153.4887327
CHOC022,Choctaw - McAlester,$1.00,M4,2013,9,22,0,CTRL,1395239,98222,103256.49994,647,2245035.11449,99295.8172706,105280.093312
CHOC022,Choctaw - McAlester,$1.00,M1,2013,10,26,-3,TRMT,943914,80070,69786.018927,713,1740039.90693,81675.5397812,72430.9199843
CHOC022,Choctaw - McAlester,$1.00,M4,2013,10,22,-2,TRMT,1365525,78938,99042.0772544,620,2461899.31503,86377.1567709,102412.103385
CHOC022,Choctaw - McAlester,$1.00,M1,2013,11,23,0,TRAIN,933950,63487,68384.1231342,650,1378261.44061,65482.1218864,67186.7258418
CHOC022,Choctaw - McAlester,$1.00,M4,2013,11,20,0,TRAIN,1385935,99299,100952.792295,600,2133647.68193,93410.7746399,100653.140606
CHOC022,Choctaw - McAlester,$1.00,M1,2013,12,23,-4,TRMT,951835,37991,70647.6502625,589,1560862.32453,44835.66908,73011.7837765
CHOC022,Choctaw - McAlester,$1.00,M4,2013,12,20,-4,TRMT,1322893,88306,97174.6667334,504,2152404.90847,92253.7359945,100403.34109
CHOC022,Choctaw - McAlester,$1.00,M1,2014,1,19,-7,TRMT,794099,57576,58673.1466743,450,1122489.72178,61050.5159181,57638.7543471
CHOC022,Choctaw - McAlester,$1.00,M4,2014,1,16,0,TRAIN,1265293,79401,92735.2802974,493,1871710.37745,84297.2936497,91990.9051169
CHOC022,Choctaw - McAlester,$1.00,M1,2014,2,12,-5,TRMT,646727,64574,46919.7362501,249,469606.699801,63030.3824576,41635.0827149
CHOC022,Choctaw - McAlester,$1.00,M4,2014,2,16,-5,TRMT,1291551,104887,94456.4615089,344,1046156.67114,91654.1807449,86892.6652702
CHOC022,Choctaw - McAlester,$1.00,M1,2014,3,7,1,TRMT,722746,76982,53796.6854812,248,637820.607494,73054.6777428,47277.6534542
CHOC022,Choctaw - McAlester,$1.00,M4,2014,3,11,-2,TRMT,1154171,68319,85047.6749224,279,1077156.17532,60566.1141034,76468.8948046
CHOC022,Choctaw - McAlester,$1.00,M1,2014,4,8,0,TRAIN,642668,55969,48719.7370441,240,789695.191104,52284.1997764,46534.4964554
CHOC022,Choctaw - McAlester,$1.00,M4,2014,4,9,0,TRAIN,1041036,63594,78165.7341415,273,1265560.23461,64202.3821592,74825.6284529
CHOC022,Choctaw - McAlester,$1.00,M1,2014,5,8,0,CTRL,705946,44777,55046.6068933,248,832791.197516,45277.4247671,51252.5836989
CHOC022,Choctaw - McAlester,$1.00,M4,2014,5,9,3,TRMT,1085793,96129,81697.286292,302,1450067.25691,93026.7249177,78740.643176
CHOC022,Choctaw - McAlester,$1.00,M1,2014,6,8,0,CTRL,617526,41706,47389.3500641,240,960688.303089,46938.9273116,47297.5203525
CHOC022,Choctaw - McAlester,$1.00,M4,2014,6,12,0,TRAIN,1004601,79125,75589.906204,287,1653898.88629,78132.8878937,76490.0298096
CHOC022,Choctaw - McAlester,$1.00,M1,2014,7,8,0,CTRL,673974,-5378,53097.1994773,248,974033.8249,-8925.83959725,53429.4675924
CHOC022,Choctaw - McAlester,$1.00,M4,2014,7,12,0,CTRL,1037501,88434,79387.6090039,296,1520965.63595,86427.4256064,80332.4905289
CHOC022,Choctaw - McAlester,$1.00,M1,2014,8,8,0,CTRL,709806,78690,55900.5078297,248,901674.471177,73317.8774664,53135.655141
CHOC022,Choctaw - McAlester,$1.00,M4,2014,8,12,0,CTRL,1126154,71321,85935.6835593,305,1480386.7869,65491.3865188,82426.4249231
CHOC022,Choctaw - McAlester,$1.00,M1,2014,9,8,0,CTRL,611609,70753,47352.9950073,230,990219.810966,74789.6963174,48190.2151103
CHOC022,Choctaw - McAlester,$1.00,M4,2014,9,12,0,CTRL,1047002,99664,78964.6062611,291,1812030.60028,104557.703012,81661.9172236
CHOC022,Choctaw - McAlester,$1.00,M1,2014,10,8,-1,TRMT,673648,65730,53018.5770542,217,1097098.95869,70320.226756,53273.3373949
CHOC022,Choctaw - McAlester,$1.00,M4,2014,10,12,-1,TRMT,1238967,86404,93431.2412058,291,2162511.9537,94288.2625536,95523.2157287
CHOC022,Choctaw - McAlester,$1.00,M1,2014,11,7,0,TRAIN,647159,51183,50813.9451314,210,1038877.34353,55868.6901212,51668.0240514
CHOC022,Choctaw - McAlester,$1.00,M4,2014,11,11,0,TRAIN,1112225,88434,84653.9646552,283,1839268.70695,92592.3225667,86770.5233235
CHOC022,Choctaw - McAlester,$1.00,M1,2014,12,7,0,CTRL,767455,33395,60099.4190108,217,1231576.15834,32185.8401615,61603.6495513
CHOC022,Choctaw - McAlester,$1.00,M4,2014,12,11,0,CTRL,1367889,56128,103685.777036,295,2186253.51536,57628.8195284,106600.83674
CHOC022,Choctaw - McAlester,$1.00,M1,2015,1,7,0,CTRL,703039,56307,55635.4381101,217,867810.225901,50595.7035201,52734.2888449
CHOC022,Choctaw - McAlester,$1.00,M4,2015,1,11,0,CTRL,1237758,107018,94823.6222508,291,1611115.03264,102462.193009,91413.7580588
CHOC022,Choctaw - McAlester,$1.00,M1,2015,2,7,0,CTRL,731474,50944,58022.9399858,196,612044.408208,42340.7651743,52421.3054708
CHOC022,Choctaw - McAlester,$1.00,M4,2015,2,11,0,CTRL,1259913,99962,96341.6357311,264,1082007.12892,90825.9141015,87716.700923
CHOC022,Choctaw - McAlester,$1.00,M1,2015,3,7,0,CTRL,759061,97001,58978.7025844,217,736200.995235,87464.790463,53069.1045101
CHOC022,Choctaw - McAlester,$1.00,M4,2015,3,11,0,CTRL,1292630,96313,98323.3045581,290,1302759.05183,88394.7373608,89809.8302154
CHOC022,Choctaw - McAlester,$1.00,M1,2015,4,7,0,CTRL,653601,43845,51007.5161559,210,793106.504212,36296.2169749,48805.5658111
CHOC022,Choctaw - McAlester,$1.00,M4,2015,4,11,0,CTRL,1230501,91552,95103.3265076,282,1542225.35286,86283.2803197,91807.3035958
CHOC022,Choctaw - McAlester,$1.00,M1,2015,5,7,0,CTRL,647070,58313,50461.2139429,217,762589.928903,55571.8655143,47323.9173601
CHOC022,Choctaw - McAlester,$1.00,M4,2015,5,11,0,CTRL,1225133,80792,92938.0674992,296,1510653.16981,77082.8317054,88136.8611741
CHOC022,Choctaw - McAlester,$1.00,M1,2015,6,7,0,CTRL,570456,26727,45482.0447658,210,950010.508213,27732.831265,46284.6622444
CHOC022,Choctaw - McAlester,$1.00,M4,2015,6,11,0,CTRL,1080373,78165,82111.0149125,285,1793137.17668,78051.0347917,83096.133682
CHOC022,Choctaw - McAlester,$1.00,M1,2015,7,7,0,CTRL,622828,45058,49581.9106457,217,805247.49396,43964.1093697,48361.7417778
CHOC022,Choctaw - McAlester,$1.00,M4,2015,7,11,0,CTRL,1142847,80484,86546.6927361,290,1519777.89848,81997.1705694,84972.5034097
CHOC022,Choctaw - McAlester,$1.00,M1,2015,8,7,0,CTRL,597624,47276,47175.7955028,217,864497.625105,49838.0421413,46395.8577858
CHOC022,Choctaw - McAlester,$1.00,M37WAP,2015,8,4,0,CTRL,230447,28530.58,26428.9629441,88,341763.232565,28129.5614451,26641.0700783
CHOC022,Choctaw - McAlester,$1.00,M38WAP,2015,8,2,0,CTRL,174871,24038.48,20407.1815234,44,262944.409071,24204.6472499,20503.5074377
CHOC022,Choctaw - McAlester,$1.00,M4,2015,8,11,0,CTRL,1117103,107525,82701.2485566,289,1695875.58423,106993.533921,82561.2683908
CHOC022,Choctaw - McAlester,$1.00,M1,2015,9,7,0,CTRL,583985,47029,46969.4153584,210,928186.157734,45937.3397887,47581.6918029
CHOC022,Choctaw - McAlester,$1.00,M37WAP,2015,9,4,0,CTRL,272236,40670.56,29093.5355084,120,414483.50408,39858.8581194,29122.2657857
CHOC022,Choctaw - McAlester,$1.00,M38WAP,2015,9,2,0,CTRL,223302,28728.44,24365.4915596,60,354350.584768,31515.7789446,24513.711589
CHOC022,Choctaw - McAlester,$1.00,M4,2015,9,11,0,CTRL,1070298,105553,79865.9126302,285,1838850.10246,110080.922457,82741.760034
CHOC022,Choctaw - McAlester,$1.00,M1,2015,10,7,0,CTRL,610905,37136,48513.0220886,217,973382.891151,36460.0069694,48424.8236497
CHOC022,Choctaw - McAlester,$1.00,M38WAP,2015,10,2,2,TRMT,294669,35921.29,31804.871453,89,421729.581687,34724.97044,30920.6349824
CHOC022,Choctaw - McAlester,$1.00,M37WAP,2015,10,4,0,CTRL,182869,24805.53,19353.2522898,101,276395.625181,22207.8134337,19135.0673233
